Id;ServerTimestamp;ClientTimestamp;LogLevel;Message;Stacktrace;UserId;URI;Server;CorrolationId;Status;Source
4ECD7838-F5ED-4ACF-9490-FA173B7B1AB1;2022-04-28 13:09:55.640;NULL;Analytics;"{""Type"":""Action"",""Operation"":""PID Enquiry"",""Timestamp"":""2022-04-28 13:09:55.634"",""UserId"":"""",""RoleId"":"""",""SessionId"":"""",""ClientCorrolationId"":"""",""ProjectId"":""4dd7f8fe-49b8-4b02-89b5-457304ccd787"",""QuotaSize"":[],""ResourceId"":""9d7ec35d-8ca4-4f3b-a789-9448845941dd"",""FileId"":"""",""ApplicationsProfile"":""https://purl.org/coscine/ap/radar/"",""MetadataCompleteness"":"""",""License"":"""",""Disciplines"":[""History 102""],""Organizations"":[""https://ror.org/04xfq0f34#ORG-42NHW""],""Visibility"":""Project Members"",""ProjectList"":[],""ResourceList"":[],""UserList"":[""af1b6fe0-5bb6-4c7c-a1b4-32dd81c9411b"",""d302cb44-c934-4b54-a581-9765cab96fca"",""06ff7ccd-bf76-4927-bd17-d95b4d1d40f2"",""20e60ae8-111d-404a-9ffb-bd52d748f712""],""ExternalInfo"":""5762e75f8751360775dbc801274db41f311fc74061442cb4469c65baf7e4a345""}";;NULL;http://coscine.rwth-aachen.de/coscine/api/Coscine.Api.Pid/Pid/sendMailToOwner;CO-SP19-S02;9785B79E-81CB-48A0-9589-506A6E45CED3;;Coscine.Logging.CoscineLogger.Log
3EBF7A6C-FCDC-4D7D-96DA-DB56BFA4C27C;2022-04-28 13:16:14.177;NULL;Analytics;"{""Type"":""Action"",""Operation"":""View Project"",""Timestamp"":""2022-04-28 13:16:13.930"",""UserId"":""06ff7ccd-bf76-4927-bd17-d95b4d1d40f2"",""RoleId"":""be294c5e-4e42-49b3-bec4-4b15f49df9a5"",""SessionId"":"""",""ClientCorrolationId"":""b10e1a30-ea02-4443-a3c5-4d54738a855f"",""ProjectId"":""380b94ad-2f0e-4497-a89a-2c0b18facdeb"",""QuotaSize"":[""rdss3: 0/0"",""linked: 0/25"",""rds: 0/25"",""rdstudo: 0/0"",""rdss3nrw: 0/0"",""rdss3ude: 0/0"",""rdsude: 0/0"",""rdss3tudo: 0/0"",""rdsnrw: 0/0""],""ResourceId"":"""",""FileId"":"""",""ApplicationsProfile"":"""",""MetadataCompleteness"":"""",""License"":"""",""Disciplines"":[""Fine Arts, Music, Theatre and Media Studies 103""],""Organizations"":[""https://www.rwth-aachen.de/10220""],""Visibility"":""Project Members"",""ProjectList"":[],""ResourceList"":[""c4bb12ed-e98f-428e-a2a4-c555b7738855""],""UserList"":[],""ExternalInfo"":""""}";;06FF7CCD-BF76-4927-BD17-D95B4D1D40F2;http://coscine.rwth-aachen.de/coscine/api/Coscine.Api.Project/Project/380b94ad-2f0e-4497-a89a-2c0b18facdeb/resources;CO-SP19-S02;8E83F878-4B39-462E-BA4F-34CB6FA17E95;;Coscine.Logging.CoscineLogger.AnalyticsLog
D91346BF-BC48-4C99-A82B-B34EBC39932E;2022-04-28 13:16:14.033;NULL;Analytics;"{""Type"":""Action"",""Operation"":""View Users"",""Timestamp"":""2022-04-28 13:16:14.024"",""UserId"":""06ff7ccd-bf76-4927-bd17-d95b4d1d40f2"",""RoleId"":""be294c5e-4e42-49b3-bec4-4b15f49df9a5"",""SessionId"":"""",""ClientCorrolationId"":""b10e1a30-ea02-4443-a3c5-4d54738a855f"",""ProjectId"":""380b94ad-2f0e-4497-a89a-2c0b18facdeb"",""QuotaSize"":[],""ResourceId"":"""",""FileId"":"""",""ApplicationsProfile"":"""",""MetadataCompleteness"":"""",""License"":"""",""Disciplines"":[],""Organizations"":[],""Visibility"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[""06ff7ccd-bf76-4927-bd17-d95b4d1d40f2""],""ExternalInfo"":""""}";;06FF7CCD-BF76-4927-BD17-D95B4D1D40F2;http://coscine.rwth-aachen.de/coscine/api/Coscine.Api.Project/ProjectRole/380b94ad-2f0e-4497-a89a-2c0b18facdeb;CO-SP19-S02;A2D58C52-E320-4D7A-9125-66F4E27D0F03;;Coscine.Logging.CoscineLogger.AnalyticsLog
B7557EBA-B356-46C1-986F-A6397817BF59;2022-04-28 13:16:12.293;NULL;Analytics;"{""Type"":""Page"",""Operation"":""Project"",""Timestamp"":""2022-04-28 01:16:12.290"",""UserId"":""06ff7ccd-bf76-4927-bd17-d95b4d1d40f2"",""RoleId"":""be294c5e-4e42-49b3-bec4-4b15f49df9a5"",""SessionId"":"""",""ClientCorrolationId"":""b10e1a30-ea02-4443-a3c5-4d54738a855f"",""ProjectId"":""380b94ad-2f0e-4497-a89a-2c0b18facdeb"",""ResourceId"":"""",""FileId"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[]}";NULL;06FF7CCD-BF76-4927-BD17-D95B4D1D40F2;http://coscine.rwth-aachen.de/p/380b94ad-2f0e-4497-a89a-2c0b18facdeb/SitePages/Home.aspx;coscine.rwth-aachen.de;B10E1A30-EA02-4443-A3C5-4D54738A855F;NULL;Coscine.Logging.CoscineLogger.Log
D2DA16D5-B1FC-4635-B553-D5176654B654;2022-04-28 13:16:12.120;NULL;Analytics;"{""Type"":""Action"",""Operation"":""Open Project"",""Timestamp"":""2022-04-28 01:16:12.117"",""UserId"":""06ff7ccd-bf76-4927-bd17-d95b4d1d40f2"",""RoleId"":""be294c5e-4e42-49b3-bec4-4b15f49df9a5"",""SessionId"":"""",""ClientCorrolationId"":""b10e1a30-ea02-4443-a3c5-4d54738a855f"",""ProjectId"":""380b94ad-2f0e-4497-a89a-2c0b18facdeb"",""ResourceId"":"""",""FileId"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[]}";NULL;06FF7CCD-BF76-4927-BD17-D95B4D1D40F2;http://coscine.rwth-aachen.de/p/380b94ad-2f0e-4497-a89a-2c0b18facdeb/SitePages/Home.aspx;coscine.rwth-aachen.de;B10E1A30-EA02-4443-A3C5-4D54738A855F;NULL;Coscine.Logging.CoscineLogger.Log
3F1FDE59-4F60-4C54-A8D9-E16448CC2D21;2022-03EBF7A6C-FCDC-4D7D-96DA-DB56BFA4C27C4-28 13:15:43.773;NULL;Analytics;"{""Type"":""Action"",""Operation"":""View Project"",""Timestamp"":""2022-04-28 13:15:43.632"",""UserId"":""06ff7ccd-bf76-4927-bd17-d95b4d1d40f2"",""RoleId"":""be294c5e-4e42-49b3-bec4-4b15f49df9a5"",""SessionId"":"""",""ClientCorrolationId"":""b10e1a30-ea02-4443-a3c5-4d54738a855f"",""ProjectId"":""010b5aa1-74d2-4f58-b04b-bf8f53f7bd7b"",""QuotaSize"":[""rdss3: 0/0"",""linked: 0/25"",""rds: 0/25"",""rdstudo: 0/0"",""rdss3nrw: 0/0"",""rdss3ude: 0/0"",""rdsude: 0/0"",""rdss3tudo: 0/0"",""rdsnrw: 0/0""],""ResourceId"":"""",""FileId"":"""",""ApplicationsProfile"":"""",""MetadataCompleteness"":"""",""License"":"""",""Disciplines"":[""Fine Arts, Music, Theatre and Media Studies 103""],""Organizations"":[""https://www.rwth-aachen.de/1000""],""Visibility"":""Project Members"",""ProjectList"":[],""ResourceList"":[],""UserList"":[],""ExternalInfo"":""""}";;06FF7CCD-BF76-4927-BD17-D95B4D1D40F2;http://coscine.rwth-aachen.de/coscine/api/Coscine.Api.Project/Project/010b5aa1-74d2-4f58-b04b-bf8f53f7bd7b/resources;CO-SP19-S02;DEA9BD41-006B-40E0-99E1-48A21FB42E8A;;Coscine.Logging.CoscineLogger.AnalyticsLog
1FA624D5-6251-4CD4-819A-B03B31AB3679;2022-04-28 13:15:43.733;NULL;Analytics;"{""Type"":""Action"",""Operation"":""View Users"",""Timestamp"":""2022-04-28 13:15:43.720"",""UserId"":""06ff7ccd-bf76-4927-bd17-d95b4d1d40f2"",""RoleId"":""be294c5e-4e42-49b3-bec4-4b15f49df9a5"",""SessionId"":"""",""ClientCorrolationId"":""b10e1a30-ea02-4443-a3c5-4d54738a855f"",""ProjectId"":""010b5aa1-74d2-4f58-b04b-bf8f53f7bd7b"",""QuotaSize"":[],""ResourceId"":"""",""FileId"":"""",""ApplicationsProfile"":"""",""MetadataCompleteness"":"""",""License"":"""",""Disciplines"":[],""Organizations"":[],""Visibility"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[""06ff7ccd-bf76-4927-bd17-d95b4d1d40f2""],""ExternalInfo"":""""}";;06FF7CCD-BF76-4927-BD17-D95B4D1D40F2;http://coscine.rwth-aachen.de/coscine/api/Coscine.Api.Project/ProjectRole/010b5aa1-74d2-4f58-b04b-bf8f53f7bd7b;CO-SP19-S02;3EAF5ABE-316A-4998-99EA-12C1ABA8A071;;Coscine.Logging.CoscineLogger.AnalyticsLog
A3B331BF-D646-420B-9620-6DD9D9BDDB44;2022-04-28 13:15:40.643;NULL;Analytics;"{""Type"":""Page"",""Operation"":""Project"",""Timestamp"":""2022-04-28 01:15:40.643"",""UserId"":""06ff7ccd-bf76-4927-bd17-d95b4d1d40f2"",""RoleId"":""be294c5e-4e42-49b3-bec4-4b15f49df9a5"",""SessionId"":"""",""ClientCorrolationId"":""b10e1a30-ea02-4443-a3c5-4d54738a855f"",""ProjectId"":""010b5aa1-74d2-4f58-b04b-bf8f53f7bd7b"",""ResourceId"":"""",""FileId"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[]}";NULL;06FF7CCD-BF76-4927-BD17-D95B4D1D40F2;http://coscine.rwth-aachen.de/p/resourcecreatetest/SitePages/Home.aspx;coscine.rwth-aachen.de;B10E1A30-EA02-4443-A3C5-4D54738A855F;NULL;Coscine.Logging.CoscineLogger.Log
D219D7DE-79CE-4FD1-9EF5-0BD5C3810299;2022-04-28 13:15:40.480;NULL;Analytics;"{""Type"":""Action"",""Operation"":""Open Project"",""Timestamp"":""2022-04-28 01:15:40.477"",""UserId"":""06ff7ccd-bf76-4927-bd17-d95b4d1d40f2"",""RoleId"":""be294c5e-4e42-49b3-bec4-4b15f49df9a5"",""SessionId"":"""",""ClientCorrolationId"":""b10e1a30-ea02-4443-a3c5-4d54738a855f"",""ProjectId"":""010b5aa1-74d2-4f58-b04b-bf8f53f7bd7b"",""ResourceId"":"""",""FileId"":"""",""ProjectList"":[],""ResourceList"":[],""UserList"":[]}";NULL;06FF7CCD-BF76-4927-BD17-D95B4D1D40F2;http://coscine.rwth-aachen.de/p/resourcecreatetest/SitePages/Home.aspx;coscine.rwth-aachen.de;B10E1A30-EA02-4443-A3C5-4D54738A855F;NULL;Coscine.Logging.CoscineLogger.Log
CBB2932F-2BD1-4DF3-9AFB-3BF495356A29;2022-04-28 13:14:48.143;NULL;Analytics;"{""Type"":""Action"",""Operation"":""View Project"",""Timestamp"":""2021-10-28 13:14:47.850"",""UserId"":""06ff7ccd-bf76-4927-bd17-d95b4d1d40f2"",""RoleId"":""be294c5e-4e42-49b3-bec4-4b15f49df9a5"",""SessionId"":"""",""ClientCorrolationId"":""b10e1a30-ea02-4443-a3c5-4d54738a855f"",""ProjectId"":""ba1fd94a-cc71-4d32-80ae-67dd2c3bf19a"",""QuotaSize"":[""rdss3: 0/0"",""linked: 0/0"",""rds: 2/3"",""rdstudo: 0/0"",""rdss3nrw: 0/0"",""rdss3ude: 0/0"",""rdsude: 0/0"",""rdss3tudo: 0/0"",""rdsnrw: 0/0""],""ResourceId"":"""",""FileId"":"""",""ApplicationsProfile"":"""",""MetadataCompleteness"":"""",""License"":"""",""Disciplines"":[""Literary Studies 105""],""Organizations"":[""https://ror.org/05n911h24""],""Visibility"":""Project Members"",""ProjectList"":[],""ResourceList"":[""41d109f5-cd54-490c-997a-a3aa9426b200""],""UserList"":[],""ExternalInfo"":""""}";;06FF7CCD-BF76-4927-BD17-D95B4D1D40F2;http://coscine.rwth-aachen.de/coscine/api/Coscine.Api.Project/Project/ba1fd94a-cc71-4d32-80ae-67dd2c3bf19a/resources;CO-SP19-S02;A0B29776-8E8A-4D90-BE80-8093D0EBDF24;;Coscine.Logging.CoscineLogger.AnalyticsLog
